"datetimePST","datatype","Latitude","Longitude","direction_deg","acc_x","acc_y","acc_z","pitch","Behaviour_state","Land"
"2023-06-28 13:20:08","GPS",48.63530731,-123.2907639,167,265,-211,965,NA,"Incubating",1
"2023-06-28 13:20:09","SEN_ALL_5Hz_START",NA,NA,NA,271,-219,943,NA,"Incubating",1
"2023-06-28 13:20:09","SEN_ALL_5Hz",NA,NA,NA,255,-223,959,14.93746637,"Incubating",1
"2023-06-28 13:20:11","SEN_ALL_5Hz",NA,NA,NA,255,-199,991,14.98753826,"Incubating",1
"2023-06-28 13:20:12","SEN_ALL_5Hz",NA,NA,NA,271,-204,975,15.16362653,"Incubating",1
"2023-06-28 13:20:13","SEN_ALL_5Hz",NA,NA,NA,271,-203,975,15.41573227,"Incubating",1
"2023-06-28 13:20:13","SEN_ALL_5Hz",NA,NA,NA,255,-215,991,14.99187047,"Incubating",1
"2023-06-28 13:20:15","SEN_ALL_5Hz",NA,NA,NA,271,-208,959,15.12904956,"Incubating",1
"2023-06-28 13:20:16","SEN_ALL_5Hz",NA,NA,NA,271,-211,959,15.24865966,"Incubating",1
"2023-06-28 13:20:17","SEN_ALL_5Hz",NA,NA,NA,271,-215,943,15.4209445,"Incubating",1
"2023-06-28 13:20:17","SEN_ALL_5Hz",NA,NA,NA,271,-201,991,14.94117195,"Incubating",1
"2023-06-28 13:20:19","SEN_ALL_5Hz",NA,NA,NA,271,-211,959,15.18091202,"Incubating",1
"2023-06-28 13:20:20","SEN_ALL_5Hz",NA,NA,NA,271,-217,975,15.1586134,"Incubating",1
"2023-06-28 13:20:21","SEN_ALL_5Hz",NA,NA,NA,255,-201,975,14.81858605,"Incubating",1
"2023-06-28 13:20:21","SEN_ALL_5Hz",NA,NA,NA,271,-197,975,15.21204151,"Incubating",1
"2023-06-28 13:20:23","SEN_ALL_5Hz",NA,NA,NA,271,-208,975,14.99310365,"Incubating",1
"2023-06-28 13:20:24","SEN_ALL_5Hz",NA,NA,NA,271,-219,959,15.07732633,"Incubating",1
"2023-06-28 13:20:25","SEN_ALL_5Hz",NA,NA,NA,271,-208,959,14.99310365,"Incubating",1
"2023-06-28 13:20:25","SEN_ALL_5Hz",NA,NA,NA,271,-211,959,15.3724501,"Incubating",1
"2023-06-28 13:20:27","SEN_ALL_5Hz",NA,NA,NA,271,-207,959,15.11861005,"Incubating",1
"2023-06-28 13:20:28","SEN_ALL_5Hz",NA,NA,NA,255,-210,959,15.03230709,"Incubating",1
"2023-06-28 13:20:29","SEN_ALL_5Hz",NA,NA,NA,271,-199,975,15.86627401,"Incubating",1
"2023-06-28 13:20:29","SEN_ALL_5Hz",NA,NA,NA,239,-216,975,14.15819222,"Incubating",1
"2023-06-28 13:20:31","SEN_ALL_5Hz",NA,NA,NA,255,-231,975,14.77138355,"Incubating",1
"2023-06-28 13:20:32","SEN_ALL_5Hz",NA,NA,NA,255,-228,959,14.28109506,"Incubating",1
"2023-06-28 13:20:33","SEN_ALL_5Hz",NA,NA,NA,255,-237,959,14.48883859,"Incubating",1
"2023-06-28 13:20:33","SEN_ALL_5Hz",NA,NA,NA,255,-226,959,14.66754949,"Incubating",1
"2023-06-28 13:20:35","SEN_ALL_5Hz",NA,NA,NA,271,-231,959,15.18398591,"Incubating",1
"2023-06-28 13:20:36","SEN_ALL_5Hz",NA,NA,NA,255,-228,959,14.83526784,"Incubating",1
"2023-06-28 13:20:37","SEN_ALL_5Hz",NA,NA,NA,255,-229,959,14.44522484,"Incubating",1
"2023-06-28 13:20:37","SEN_ALL_5Hz",NA,NA,NA,255,-223,959,14.58410624,"Incubating",1
"2023-06-28 13:35:09","GPS",48.63531113,-123.2907486,160,270,-237,947,15.40854826,"Incubating",1
"2023-06-28 13:35:10","SEN_ALL_5Hz_START",NA,NA,NA,287,-237,943,15.57817561,"Incubating",1
"2023-06-28 13:35:10","SEN_ALL_5Hz",NA,NA,NA,271,-242,959,15.50669818,"Incubating",1
"2023-06-28 13:35:12","SEN_ALL_5Hz",NA,NA,NA,287,-241,959,16.0221731,"Incubating",1
"2023-06-28 13:35:13","SEN_ALL_5Hz",NA,NA,NA,287,-241,959,15.83132691,"Incubating",1
"2023-06-28 13:35:14","SEN_ALL_5Hz",NA,NA,NA,287,-233,959,15.84695235,"Incubating",1
"2023-06-28 13:35:14","SEN_ALL_5Hz",NA,NA,NA,287,-239,959,16.19040674,"Incubating",1
"2023-06-28 13:35:16","SEN_ALL_5Hz",NA,NA,NA,287,-243,959,15.66413276,"Incubating",1
"2023-06-28 13:35:17","SEN_ALL_5Hz",NA,NA,NA,271,-244,959,16.01770421,"Incubating",1
"2023-06-28 13:35:18","SEN_ALL_5Hz",NA,NA,NA,271,-238,959,16.02068554,"Incubating",1
"2023-06-28 13:35:18","SEN_ALL_5Hz",NA,NA,NA,287,-237,959,16.0139659,"Incubating",1
"2023-06-28 13:35:20","SEN_ALL_5Hz",NA,NA,NA,287,-235,959,16.2455395,"Incubating",1
"2023-06-28 13:35:21","SEN_ALL_5Hz",NA,NA,NA,287,-238,959,16.06555613,"Incubating",1
"2023-06-28 13:35:22","SEN_ALL_5Hz",NA,NA,NA,287,-238,959,16.19640949,"Incubating",1
"2023-06-28 13:35:22","SEN_ALL_5Hz",NA,NA,NA,271,-235,959,16.06856428,"Incubating",1
"2023-06-28 13:35:24","SEN_ALL_5Hz",NA,NA,NA,287,-240,943,16.06706125,"Incubating",1
"2023-06-28 13:35:25","SEN_ALL_5Hz",NA,NA,NA,287,-239,959,16.24855304,"Incubating",1
"2023-06-28 13:35:26","SEN_ALL_5Hz",NA,NA,NA,271,-234,943,16.08051312,"Incubating",1
"2023-06-28 13:35:26","SEN_ALL_5Hz",NA,NA,NA,271,-243,959,16.06480279,"Incubating",1
"2023-06-28 13:35:28","SEN_ALL_5Hz",NA,NA,NA,287,-238,959,16.20014414,"Incubating",1
"2023-06-28 13:35:29","SEN_ALL_5Hz",NA,NA,NA,287,-236,959,16.02440054,"Incubating",1
"2023-06-28 13:35:30","SEN_ALL_5Hz",NA,NA,NA,287,-239,943,16.12200438,"Incubating",1
"2023-06-28 13:35:30","SEN_ALL_5Hz",NA,NA,NA,271,-242,959,15.68172552,"Incubating",1
"2023-06-28 13:35:32","SEN_ALL_5Hz",NA,NA,NA,271,-231,959,15.8739314,"Incubating",1
"2023-06-28 13:35:33","SEN_ALL_5Hz",NA,NA,NA,287,-231,975,15.86307931,"Incubating",1
"2023-06-28 13:35:34","SEN_ALL_5Hz",NA,NA,NA,271,-230,959,15.69830978,"Incubating",1
"2023-06-28 13:35:34","SEN_ALL_5Hz",NA,NA,NA,271,-232,959,15.86815816,"Incubating",1
"2023-06-28 13:35:36","SEN_ALL_5Hz",NA,NA,NA,271,-234,959,15.6073019,"Incubating",1
"2023-06-28 13:35:37","SEN_ALL_5Hz",NA,NA,NA,287,-241,959,15.99569418,"Incubating",1
"2023-06-28 13:35:38","SEN_ALL_5Hz",NA,NA,NA,287,-229,943,16.09525956,"Incubating",1
"2023-06-28 13:35:38","SEN_ALL_5Hz",NA,NA,NA,287,-232,943,15.92592191,"Incubating",1
"2023-06-28 13:50:08","GPS",48.63533783,-123.2907257,147,80,-783,645,10.32200899,NA,1
"2023-06-28 13:50:09","SEN_ALL_5Hz_START",NA,NA,NA,143,-859,639,8.416885325,NA,1
"2023-06-28 13:50:09","SEN_ALL_5Hz",NA,NA,NA,111,-725,703,6.384647958,NA,1
"2023-06-28 13:50:11","SEN_ALL_5Hz",NA,NA,NA,127,-710,735,7.671171574,NA,1
"2023-06-28 13:50:12","SEN_ALL_5Hz",NA,NA,NA,143,-721,751,8.200586883,NA,1
"2023-06-28 13:50:13","SEN_ALL_5Hz",NA,NA,NA,159,-778,655,9.02643611,NA,1
"2023-06-28 13:50:13","SEN_ALL_5Hz",NA,NA,NA,143,-748,687,7.970590574,NA,1
"2023-06-28 13:50:15","SEN_ALL_5Hz",NA,NA,NA,175,-800,703,10.40664728,NA,1
"2023-06-28 13:50:16","SEN_ALL_5Hz",NA,NA,NA,143,-719,719,9.065009234,NA,1
"2023-06-28 13:50:17","SEN_ALL_5Hz",NA,NA,NA,127,-731,703,7.082419947,NA,1
"2023-06-28 13:50:17","SEN_ALL_5Hz",NA,NA,NA,127,-748,703,7.628202723,NA,1
"2023-06-28 13:50:19","SEN_ALL_5Hz",NA,NA,NA,143,-752,687,7.992876881,NA,1
"2023-06-28 13:50:20","SEN_ALL_5Hz",NA,NA,NA,143,-759,687,7.960298012,NA,1
"2023-06-28 13:50:21","SEN_ALL_5Hz",NA,NA,NA,143,-751,687,7.800046201,NA,1
"2023-06-28 13:50:21","SEN_ALL_5Hz",NA,NA,NA,143,-755,687,7.803951667,NA,1
"2023-06-28 13:50:23","SEN_ALL_5Hz",NA,NA,NA,143,-769,671,7.625438956,NA,1
"2023-06-28 13:50:24","SEN_ALL_5Hz",NA,NA,NA,127,-767,671,8.009882799,NA,1
"2023-06-28 13:50:25","SEN_ALL_5Hz",NA,NA,NA,127,-758,687,7.243832386,NA,1
"2023-06-28 13:50:25","SEN_ALL_5Hz",NA,NA,NA,127,-768,671,7.11719918,NA,1
"2023-06-28 13:50:27","SEN_ALL_5Hz",NA,NA,NA,127,-763,671,7.273300071,NA,1
"2023-06-28 13:50:28","SEN_ALL_5Hz",NA,NA,NA,143,-753,671,7.640089225,NA,1
"2023-06-28 13:50:29","SEN_ALL_5Hz",NA,NA,NA,127,-753,703,7.273584256,NA,1
"2023-06-28 13:50:29","SEN_ALL_5Hz",NA,NA,NA,127,-752,703,8.160774799,NA,1
"2023-06-28 13:50:31","SEN_ALL_5Hz",NA,NA,NA,143,-744,687,8.689559573,NA,1
"2023-06-28 13:50:32","SEN_ALL_5Hz",NA,NA,NA,143,-756,687,7.97003906,NA,1
"2023-06-28 13:50:33","SEN_ALL_5Hz",NA,NA,NA,127,-771,687,8.510297211,NA,1
"2023-06-28 13:50:33","SEN_ALL_5Hz",NA,NA,NA,127,-767,671,7.275417812,NA,1
"2023-06-28 13:50:35","SEN_ALL_5Hz",NA,NA,NA,143,-764,687,8.114227128,NA,1
"2023-06-28 13:50:36","SEN_ALL_5Hz",NA,NA,NA,159,-761,671,8.687810634,NA,1
"2023-06-28 13:50:37","SEN_ALL_5Hz",NA,NA,NA,127,-740,703,7.610448907,NA,1
"2023-06-28 13:50:37","SEN_ALL_5Hz",NA,NA,NA,127,-756,687,7.437367212,NA,1
"2023-06-28 14:05:08","GPS",48.6353035,-123.2907486,168,193,-157,980,10.21870811,NA,1
"2023-06-28 14:05:09","SEN_ALL_5Hz_START",NA,NA,NA,207,-158,975,10.98075856,NA,1
"2023-06-28 14:05:09","SEN_ALL_5Hz",NA,NA,NA,191,-158,1007,11.134536,NA,1
"2023-06-28 14:05:11","SEN_ALL_5Hz",NA,NA,NA,191,-156,991,11.1247027,NA,1
"2023-06-28 14:05:12","SEN_ALL_5Hz",NA,NA,NA,207,-144,975,11.46291784,NA,1
"2023-06-28 14:05:13","SEN_ALL_5Hz",NA,NA,NA,207,-152,991,11.59802994,NA,1
"2023-06-28 14:05:13","SEN_ALL_5Hz",NA,NA,NA,191,-154,975,11.56626593,NA,1
"2023-06-28 14:05:15","SEN_ALL_5Hz",NA,NA,NA,207,-128,943,11.36328519,NA,1
"2023-06-28 14:05:16","SEN_ALL_5Hz",NA,NA,NA,207,-158,975,11.65467795,NA,1
"2023-06-28 14:05:17","SEN_ALL_5Hz",NA,NA,NA,191,-143,959,10.8290691,NA,1
"2023-06-28 14:05:17","SEN_ALL_5Hz",NA,NA,NA,207,-161,975,11.57424397,NA,1
"2023-06-28 14:05:19","SEN_ALL_5Hz",NA,NA,NA,159,-187,1039,10.41718219,NA,1
"2023-06-28 14:05:20","SEN_ALL_5Hz",NA,NA,NA,191,-143,1007,10.81247897,NA,1
"2023-06-28 14:05:21","SEN_ALL_5Hz",NA,NA,NA,191,-162,991,10.77024872,NA,1
"2023-06-28 14:05:21","SEN_ALL_5Hz",NA,NA,NA,191,-163,1007,10.85821212,NA,1
"2023-06-28 14:05:23","SEN_ALL_5Hz",NA,NA,NA,207,-172,1007,10.84345338,NA,1
"2023-06-28 14:05:24","SEN_ALL_5Hz",NA,NA,NA,191,-161,1007,10.9195775,NA,1
"2023-06-28 14:05:25","SEN_ALL_5Hz",NA,NA,NA,191,-149,975,10.78630583,NA,1
"2023-06-28 14:05:25","SEN_ALL_5Hz",NA,NA,NA,175,-158,1007,10.01977688,NA,1
"2023-06-28 14:05:27","SEN_ALL_5Hz",NA,NA,NA,175,-139,959,10.77938405,NA,1
"2023-06-28 14:05:28","SEN_ALL_5Hz",NA,NA,NA,175,-142,1055,10.49105697,NA,1
"2023-06-28 14:05:29","SEN_ALL_5Hz",NA,NA,NA,191,-146,975,10.46025569,NA,1
"2023-06-28 14:05:29","SEN_ALL_5Hz",NA,NA,NA,175,-145,975,10.7230333,NA,1
"2023-06-28 14:05:31","SEN_ALL_5Hz",NA,NA,NA,191,-139,959,10.71606828,NA,1
"2023-06-28 14:05:32","SEN_ALL_5Hz",NA,NA,NA,191,-151,1023,10.57680299,NA,1
"2023-06-28 14:05:33","SEN_ALL_5Hz",NA,NA,NA,175,-149,975,10.65696859,NA,1
"2023-06-28 14:05:33","SEN_ALL_5Hz",NA,NA,NA,207,-147,959,11.38979584,NA,1
"2023-06-28 14:05:35","SEN_ALL_5Hz",NA,NA,NA,191,-139,1007,11.11298778,NA,1
"2023-06-28 14:05:36","SEN_ALL_5Hz",NA,NA,NA,191,-153,991,10.53209273,NA,1
"2023-06-28 14:05:37","SEN_ALL_5Hz",NA,NA,NA,191,-160,975,11.02290523,NA,1
"2023-06-28 14:05:37","SEN_ALL_5Hz",NA,NA,NA,191,-149,975,10.95897598,NA,1
"2023-06-28 14:20:16","GPS",48.63508987,-123.2894516,87,143,-515,870,8.88846822,NA,1
"2023-06-28 14:20:17","SEN_ALL_5Hz_START",NA,NA,NA,111,-579,847,8.471354501,NA,1
"2023-06-28 14:20:17","SEN_ALL_5Hz",NA,NA,NA,111,-560,879,7.009174115,NA,1
"2023-06-28 14:20:19","SEN_ALL_5Hz",NA,NA,NA,159,-659,799,4.34284574,NA,1
"2023-06-28 14:20:20","SEN_ALL_5Hz",NA,NA,NA,95,-620,783,3.613289089,NA,1
"2023-06-28 14:20:21","SEN_ALL_5Hz",NA,NA,NA,79,-611,815,3.898591524,NA,1
"2023-06-28 14:20:21","SEN_ALL_5Hz",NA,NA,NA,143,-617,735,-0.745443371,NA,1
"2023-06-28 14:20:23","SEN_ALL_5Hz",NA,NA,NA,207,-419,895,9.420424886,NA,1
"2023-06-28 14:20:24","SEN_ALL_5Hz",NA,NA,NA,159,-203,991,10.29450564,NA,1
"2023-06-28 14:20:25","SEN_ALL_5Hz",NA,NA,NA,143,-517,879,9.345423126,NA,1
"2023-06-28 14:20:25","SEN_ALL_5Hz",NA,NA,NA,143,-557,799,7.137474918,NA,1
"2023-06-28 14:20:27","SEN_ALL_5Hz",NA,NA,NA,15,-760,719,3.157927901,NA,1
"2023-06-28 14:20:28","SEN_ALL_5Hz",NA,NA,NA,95,-633,799,5.496574056,NA,1
"2023-06-28 14:20:29","SEN_ALL_5Hz",NA,NA,NA,95,-636,847,8.131874257,NA,1
"2023-06-28 14:20:29","SEN_ALL_5Hz",NA,NA,NA,207,-277,959,11.13714178,NA,1
"2023-06-28 14:20:31","SEN_ALL_5Hz",NA,NA,NA,143,-526,863,8.602099752,NA,1
"2023-06-28 14:20:32","SEN_ALL_5Hz",NA,NA,NA,127,-593,831,8.359449302,NA,1
"2023-06-28 14:20:33","SEN_ALL_5Hz",NA,NA,NA,191,-492,911,10.28784587,NA,1
"2023-06-28 14:20:33","SEN_ALL_5Hz",NA,NA,NA,143,-305,943,9.041806833,NA,1
"2023-06-28 14:20:35","SEN_ALL_5Hz",NA,NA,NA,95,-585,847,5.75592067,NA,1
"2023-06-28 14:20:36","SEN_ALL_5Hz",NA,NA,NA,15,-734,719,4.466095518,NA,1
"2023-06-28 14:20:37","SEN_ALL_5Hz",NA,NA,NA,63,-725,751,3.459514593,NA,1
"2023-06-28 14:20:37","SEN_ALL_5Hz",NA,NA,NA,79,-559,751,4.977748458,NA,1
"2023-06-28 14:20:39","SEN_ALL_5Hz",NA,NA,NA,511,-882,863,11.27823317,NA,1
"2023-06-28 14:20:40","SEN_ALL_5Hz",NA,NA,NA,239,-18,959,10.35358758,NA,1
"2023-06-28 14:20:41","SEN_ALL_5Hz",NA,NA,NA,175,-523,879,9.327449552,NA,1
"2023-06-28 14:20:41","SEN_ALL_5Hz",NA,NA,NA,159,-521,879,8.952498144,NA,1
"2023-06-28 14:20:43","SEN_ALL_5Hz",NA,NA,NA,159,-564,847,8.373884639,NA,1
"2023-06-28 14:20:44","SEN_ALL_5Hz",NA,NA,NA,143,-575,831,7.958773222,NA,1
"2023-06-28 14:20:45","SEN_ALL_5Hz",NA,NA,NA,127,-562,847,7.712039641,NA,1
"2023-06-28 14:20:45","SEN_ALL_5Hz",NA,NA,NA,143,-572,831,8.529321816,NA,1
"2023-06-28 14:35:08","GPS",48.63993835,-123.3289337,264,69,-100,833,6.340384573,NA,1
"2023-06-28 14:35:09","SEN_ALL_5Hz_START",NA,NA,NA,32,42,815,8.632419618,NA,1
"2023-06-28 14:35:09","SEN_ALL_5Hz",NA,NA,NA,383,-785,1695,10.85305819,NA,1
"2023-06-28 14:35:11","SEN_ALL_5Hz",NA,NA,NA,159,-360,687,13.79087753,NA,1
"2023-06-28 14:35:12","SEN_ALL_5Hz",NA,NA,NA,175,-32,559,10.23679258,NA,1
"2023-06-28 14:35:13","SEN_ALL_5Hz",NA,NA,NA,287,-322,1295,12.37287894,NA,1
"2023-06-28 14:35:13","SEN_ALL_5Hz",NA,NA,NA,191,-499,1039,7.962716081,NA,1
"2023-06-28 14:35:15","SEN_ALL_5Hz",NA,NA,NA,79,-399,559,10.50168059,NA,1
"2023-06-28 14:35:16","SEN_ALL_5Hz",NA,NA,NA,186,56,687,11.57343829,NA,1
"2023-06-28 14:35:17","SEN_ALL_5Hz",NA,NA,NA,111,-350,1391,7.164639115,NA,1
"2023-06-28 14:35:17","SEN_ALL_5Hz",NA,NA,NA,191,-646,1263,8.370543691,NA,1
"2023-06-28 14:35:19","SEN_ALL_5Hz",NA,NA,NA,191,-447,655,12.01503607,NA,1
"2023-06-28 14:35:20","SEN_ALL_5Hz",NA,NA,NA,-17,-34,559,7.85513608,NA,1
"2023-06-28 14:35:21","SEN_ALL_5Hz",NA,NA,NA,34,96,767,7.42240142,NA,1
"2023-06-28 14:35:21","SEN_ALL_5Hz",NA,NA,NA,255,-839,1647,6.111220202,NA,1
"2023-06-28 14:35:23","SEN_ALL_5Hz",NA,NA,NA,127,-156,479,6.98340747,NA,1
"2023-06-28 14:35:24","SEN_ALL_5Hz",NA,NA,NA,47,-240,1151,8.396690417,NA,1
"2023-06-28 14:35:25","SEN_ALL_5Hz",NA,NA,NA,271,-494,1295,10.171064,NA,1
"2023-06-28 14:35:25","SEN_ALL_5Hz",NA,NA,NA,143,-395,751,8.855016919,NA,1
"2023-06-28 14:35:27","SEN_ALL_5Hz",NA,NA,NA,223,-473,655,9.616764493,NA,1
"2023-06-28 14:35:28","SEN_ALL_5Hz",NA,NA,NA,287,-1073,1999,7.510588129,NA,1
"2023-06-28 14:35:29","SEN_ALL_5Hz",NA,NA,NA,47,-447,495,8.577833869,NA,1
"2023-06-28 14:35:29","SEN_ALL_5Hz",NA,NA,NA,-81,-16,351,8.020380526,NA,1
"2023-06-28 14:35:31","SEN_ALL_5Hz",NA,NA,NA,255,-12,1007,10.37265901,NA,1
"2023-06-28 14:35:32","SEN_ALL_5Hz",NA,NA,NA,287,-658,1439,11.70416773,NA,1
"2023-06-28 14:35:33","SEN_ALL_5Hz",NA,NA,NA,63,-346,543,9.512512573,NA,1
"2023-06-28 14:35:33","SEN_ALL_5Hz",NA,NA,NA,127,-134,1087,8.723392543,NA,1
"2023-06-28 14:35:35","SEN_ALL_5Hz",NA,NA,NA,111,-463,703,9.788045361,NA,1
"2023-06-28 14:35:36","SEN_ALL_5Hz",NA,NA,NA,14,109,415,7.954971345,NA,1
"2023-06-28 14:35:37","SEN_ALL_5Hz",NA,NA,NA,303,-649,1631,8.025368518,NA,1
"2023-06-28 14:35:37","SEN_ALL_5Hz",NA,NA,NA,31,-352,591,6.605799697,NA,1
"2023-06-28 14:50:10","GPS",48.60715485,-123.3949432,158,218,-417,1161,10.70772247,NA,1
"2023-06-28 14:50:11","SEN_ALL_5Hz_START",NA,NA,NA,335,-663,1743,11.21029269,NA,1
"2023-06-28 14:50:11","SEN_ALL_5Hz",NA,NA,NA,255,-569,1439,7.969680659,NA,1
"2023-06-28 14:50:13","SEN_ALL_5Hz",NA,NA,NA,223,-591,1343,12.31332129,NA,1
"2023-06-28 14:50:14","SEN_ALL_5Hz",NA,NA,NA,127,-548,1359,5.886828362,NA,1
"2023-06-28 14:50:15","SEN_ALL_5Hz",NA,NA,NA,223,-704,1535,8.765703031,NA,1
"2023-06-28 14:50:15","SEN_ALL_5Hz",NA,NA,NA,319,-656,1647,9.220969767,NA,1
"2023-06-28 14:50:17","SEN_ALL_5Hz",NA,NA,NA,79,-426,1311,9.656227984,NA,1
"2023-06-28 14:50:18","SEN_ALL_5Hz",NA,NA,NA,239,-174,1023,11.51063441,NA,1
"2023-06-28 14:50:19","SEN_ALL_5Hz",NA,NA,NA,127,-244,991,8.225407721,NA,1
"2023-06-28 14:50:19","SEN_ALL_5Hz",NA,NA,NA,127,-140,831,10.09376627,NA,1
"2023-06-28 14:50:21","SEN_ALL_5Hz",NA,NA,NA,127,-280,623,11.51745413,NA,1
"2023-06-28 14:50:22","SEN_ALL_5Hz",NA,NA,NA,383,-354,1183,12.22170289,NA,1
"2023-06-28 14:50:23","SEN_ALL_5Hz",NA,NA,NA,255,-308,927,9.090817703,NA,1
"2023-06-28 14:50:23","SEN_ALL_5Hz",NA,NA,NA,159,-251,1167,8.129918907,NA,1
"2023-06-28 14:50:25","SEN_ALL_5Hz",NA,NA,NA,63,-321,1023,0.132194747,NA,1
"2023-06-28 14:50:26","SEN_ALL_5Hz",NA,NA,NA,271,-146,959,4.913786269,NA,1
"2023-06-28 14:50:27","SEN_ALL_5Hz",NA,NA,NA,127,-288,1103,8.847047045,NA,1
"2023-06-28 14:50:27","SEN_ALL_5Hz",NA,NA,NA,191,-292,1023,8.773420665,NA,1
"2023-06-28 14:50:29","SEN_ALL_5Hz",NA,NA,NA,239,-239,1007,9.68184371,NA,1
"2023-06-28 14:50:30","SEN_ALL_5Hz",NA,NA,NA,79,-199,911,8.206951225,NA,1
"2023-06-28 14:50:31","SEN_ALL_5Hz",NA,NA,NA,191,-287,1039,10.10806914,NA,1
"2023-06-28 14:50:31","SEN_ALL_5Hz",NA,NA,NA,143,-177,879,9.261312769,NA,1
"2023-06-28 14:50:33","SEN_ALL_5Hz",NA,NA,NA,175,-206,959,10.02826293,NA,1
"2023-06-28 14:50:34","SEN_ALL_5Hz",NA,NA,NA,159,-235,1007,10.71274755,NA,1
"2023-06-28 14:50:35","SEN_ALL_5Hz",NA,NA,NA,223,-342,1151,9.224191907,NA,1
"2023-06-28 14:50:35","SEN_ALL_5Hz",NA,NA,NA,175,-295,1071,9.734134768,NA,1
"2023-06-28 14:50:37","SEN_ALL_5Hz",NA,NA,NA,207,-188,895,8.40597648,NA,1
"2023-06-28 14:50:38","SEN_ALL_5Hz",NA,NA,NA,239,-406,1119,8.713318084,NA,1
"2023-06-28 14:50:39","SEN_ALL_5Hz",NA,NA,NA,143,-377,1087,6.300838716,NA,1
"2023-06-28 14:50:39","SEN_ALL_5Hz",NA,NA,NA,271,-300,1103,11.39468041,NA,1
"2023-06-28 15:05:09","GPS",48.55957794,-123.4413605,146,173,-269,921,9.762291407,NA,1
"2023-06-28 15:05:10","SEN_ALL_5Hz_START",NA,NA,NA,143,-271,943,10.40082476,NA,1
"2023-06-28 15:05:10","SEN_ALL_5Hz",NA,NA,NA,159,-293,927,7.831059879,NA,1
"2023-06-28 15:05:12","SEN_ALL_5Hz",NA,NA,NA,207,-531,1311,10.55885923,NA,1
"2023-06-28 15:05:13","SEN_ALL_5Hz",NA,NA,NA,95,-340,959,8.2006739,NA,1
"2023-06-28 15:05:14","SEN_ALL_5Hz",NA,NA,NA,143,-347,1039,8.98517058,NA,1
"2023-06-28 15:05:15","SEN_ALL_5Hz",NA,NA,NA,191,-327,1007,12.33041372,NA,1
"2023-06-28 15:05:16","SEN_ALL_5Hz",NA,NA,NA,127,-278,911,9.18551921,NA,1
"2023-06-28 15:05:17","SEN_ALL_5Hz",NA,NA,NA,175,-336,1039,8.629086635,NA,1
"2023-06-28 15:05:18","SEN_ALL_5Hz",NA,NA,NA,127,-342,1055,9.453052531,NA,1
"2023-06-28 15:05:19","SEN_ALL_5Hz",NA,NA,NA,159,-307,959,9.660278248,NA,1
"2023-06-28 15:05:20","SEN_ALL_5Hz",NA,NA,NA,191,-291,943,9.157055272,NA,1
"2023-06-28 15:05:21","SEN_ALL_5Hz",NA,NA,NA,191,-327,1023,8.858059148,NA,1
"2023-06-28 15:05:22","SEN_ALL_5Hz",NA,NA,NA,159,-346,1023,8.198804408,NA,1
"2023-06-28 15:05:23","SEN_ALL_5Hz",NA,NA,NA,191,-381,1135,9.639965111,NA,1
"2023-06-28 15:05:24","SEN_ALL_5Hz",NA,NA,NA,207,-390,799,10.35867712,NA,1
"2023-06-28 15:05:25","SEN_ALL_5Hz",NA,NA,NA,319,-510,1407,10.46387378,NA,1
"2023-06-28 15:05:26","SEN_ALL_5Hz",NA,NA,NA,303,-548,1503,6.658832423,NA,1
"2023-06-28 15:05:27","SEN_ALL_5Hz",NA,NA,NA,31,-361,1167,7.021460455,NA,1
"2023-06-28 15:05:28","SEN_ALL_5Hz",NA,NA,NA,111,-216,847,5.980738065,NA,1
"2023-06-28 15:05:29","SEN_ALL_5Hz",NA,NA,NA,79,-371,1087,7.728054461,NA,1
"2023-06-28 15:05:30","SEN_ALL_5Hz",NA,NA,NA,207,-295,991,7.712422489,NA,1
"2023-06-28 15:05:31","SEN_ALL_5Hz",NA,NA,NA,111,-116,831,9.731733272,NA,1
"2023-06-28 15:05:32","SEN_ALL_5Hz",NA,NA,NA,255,-340,1183,9.662279163,NA,1
"2023-06-28 15:05:32","SEN_ALL_5Hz",NA,NA,NA,207,-241,863,10.68454813,NA,1
"2023-06-28 15:05:34","SEN_ALL_5Hz",NA,NA,NA,223,-440,1039,9.836911833,NA,1
"2023-06-28 15:05:35","SEN_ALL_5Hz",NA,NA,NA,63,-115,639,8.066500443,NA,1
"2023-06-28 15:05:36","SEN_ALL_5Hz",NA,NA,NA,191,-418,1231,11.91478871,NA,1
"2023-06-28 15:05:37","SEN_ALL_5Hz",NA,NA,NA,15,-445,1263,5.231078753,NA,1
"2023-06-28 15:05:38","SEN_ALL_5Hz",NA,NA,NA,159,-387,1215,9.891408654,NA,1
"2023-06-28 15:05:39","SEN_ALL_5Hz",NA,NA,NA,63,-124,671,8.623940087,NA,1
"2023-06-28 15:20:11","GPS",48.53624344,-123.4647675,320,144,-636,805,9.490900133,NA,1
"2023-06-28 15:20:12","SEN_ALL_5Hz_START",NA,NA,NA,191,-593,831,9.651032176,NA,1
"2023-06-28 15:20:12","SEN_ALL_5Hz",NA,NA,NA,191,-615,815,10.87147616,NA,1
"2023-06-28 15:20:14","SEN_ALL_5Hz",NA,NA,NA,191,-626,831,10.41248185,NA,1
"2023-06-28 15:20:15","SEN_ALL_5Hz",NA,NA,NA,191,-639,783,9.968752531,NA,1
