TID,PID,x,y
19,58,839.08,426.74
19,59,845.626,430.667
19,60,848.244,431.976
19,61,856.098,434.594
19,62,856.098,437.212
19,63,860.025,442.448
19,64,865.261,447.684
19,65,871.806,455.538
19,66,874.424,462.083
19,67,879.66,471.246
19,68,884.896,476.482
19,69,888.823,485.646
19,70,891.441,486.955
19,71,879.66,483.028
19,72,871.806,488.264
19,73,862.643,473.864
19,76,875.733,483.028
20,76,505.281,739.595
20,77,503.972,734.359
20,78,507.899,725.196
20,79,511.826,719.96
20,80,520.989,725.196
20,81,522.298,730.432
20,82,528.843,733.05
20,83,526.225,731.741
20,84,523.607,734.359
20,85,522.298,738.286
20,86,522.298,742.213
20,87,526.225,746.14
20,88,523.607,753.994
20,89,522.298,760.539
20,90,518.371,768.393
20,91,527.534,774.939
20,92,532.77,784.102
20,93,541.933,786.72
20,94,557.642,789.338
20,95,566.805,790.647
20,96,578.586,790.647
20,97,589.058,793.265
20,98,595.603,798.501
20,99,602.148,802.428
20,100,613.929,807.664
20,101,625.711,818.136
20,102,634.874,822.063
20,103,642.728,823.372
20,104,653.2,824.681
20,105,659.745,829.917
20,106,672.835,835.153
20,107,679.38,839.08
20,108,693.779,841.698
20,109,704.252,843.007
20,110,714.724,844.316
20,111,721.269,845.626
20,112,729.123,846.935
20,113,735.668,848.244
20,114,743.522,846.935
20,115,753.994,845.626
20,116,759.23,850.862
20,117,757.921,846.935
20,118,752.685,846.935
20,119,748.758,845.626
20,120,738.286,850.862
20,121,730.432,852.171
20,122,722.578,852.171
20,123,714.724,852.171
20,124,709.488,852.171
20,125,701.634,849.553
20,126,687.234,849.553
20,127,680.689,844.316
20,128,670.217,843.007
20,129,662.363,844.316
20,130,651.891,845.626
20,131,645.346,844.316
20,132,636.183,844.316
20,133,630.947,844.316
20,134,621.783,846.935
20,135,611.311,846.935
20,143,595.603,852.171
21,59,426.74,583.822
21,60,430.667,585.131
21,61,433.285,587.749
21,62,434.594,583.822
21,63,435.903,586.44
21,64,438.521,587.749
21,65,441.139,590.367
21,66,439.83,583.822
21,67,435.903,581.204
21,68,433.285,585.131
21,69,433.285,587.749
21,70,434.594,590.367
21,71,435.903,591.676
21,72,435.903,587.749
21,73,437.212,583.822
21,74,439.83,583.822
21,75,441.139,589.058
21,76,437.212,582.513
21,77,434.594,585.131
21,78,434.594,585.131
21,79,434.594,587.749
21,80,434.594,592.985
21,81,439.83,586.44
21,82,443.757,581.204
21,83,448.993,579.895
21,84,451.611,579.895
21,85,456.847,583.822
21,86,458.156,581.204
21,87,458.156,581.204
21,88,458.156,578.586
21,89,462.083,582.513
21,90,462.083,582.513
21,91,468.628,589.058
21,92,471.246,590.367
21,93,473.864,589.058
21,94,476.482,583.822
21,95,480.41,590.367
21,96,485.646,595.603
21,97,493.5,600.839
21,98,497.427,603.457
21,99,503.972,606.075
21,100,509.208,615.238
21,101,507.899,624.401
21,102,503.972,632.256
21,103,496.118,645.346
21,104,493.5,653.2
21,105,494.809,655.818
21,106,496.118,655.818
21,107,484.337,657.127
21,108,479.101,650.582
21,109,472.555,644.037
21,110,472.555,645.346
21,111,468.628,642.728
21,112,459.465,637.492
21,113,454.229,637.492
21,114,448.993,633.565
21,115,441.139,633.565
21,116,434.594,634.874
21,117,420.195,634.874
21,118,412.341,630.947
21,120,401.868,629.638
22,2,175.408,625.711
22,3,166.245,628.329
22,4,162.318,633.565
22,5,168.863,640.11
22,6,180.644,644.037
22,7,179.335,649.273
22,8,185.881,654.509
22,9,192.426,659.745
22,10,191.117,667.599
22,11,198.971,674.144
22,12,202.898,681.998
22,13,208.134,688.543
22,14,213.37,692.47
22,15,218.606,701.634
22,16,221.224,710.797
22,17,227.769,716.033
22,18,238.241,723.887
22,19,246.095,729.123
22,20,252.64,734.359
22,21,260.495,738.286
22,22,269.658,743.522
22,23,280.13,746.14
22,24,290.602,747.449
22,25,298.456,751.376
22,26,308.928,751.376
22,27,320.709,757.921
22,28,341.654,760.539
22,29,342.963,755.303
22,30,358.671,753.994
22,31,373.07,755.303
22,32,379.615,753.994
22,33,392.705,755.303
22,34,405.796,753.994
22,35,418.886,747.449
22,36,431.976,746.14
22,37,446.375,746.14
22,38,456.847,744.831
22,39,468.628,742.213
22,40,483.028,739.595
22,41,494.809,736.977
22,42,503.972,740.904
22,43,511.826,744.831
22,44,515.753,742.213
22,45,520.989,736.977
22,46,531.461,736.977
22,47,532.77,739.595
22,48,531.461,742.213
22,49,527.534,748.758
22,50,523.607,751.376
22,51,513.135,751.376
22,52,507.899,755.303
22,53,496.118,756.612
22,54,484.337,756.612
22,55,473.864,759.23
22,56,466.01,756.612
22,57,448.993,756.612
22,58,441.139,752.685
22,59,428.049,751.376
22,60,413.65,750.067
22,61,399.25,740.904
22,67,392.705,727.814
23,29,578.586,178.026
23,30,581.204,179.335
23,31,581.204,170.172
23,32,577.277,174.099
23,33,583.822,174.099
23,34,581.204,178.026
23,35,583.822,174.099
23,36,582.513,176.717
23,37,583.822,178.026
23,38,589.058,180.644
23,39,591.676,183.262
23,40,589.058,188.499
23,41,595.603,181.953
23,42,596.912,180.644
23,43,598.221,185.881
23,44,598.221,184.572
23,45,603.457,183.262
23,46,606.075,185.881
23,47,610.002,189.808
23,48,619.165,188.499
23,49,627.02,188.499
23,50,642.728,187.19
23,51,647.964,184.572
23,52,651.891,183.262
23,53,666.29,178.026
23,54,676.762,175.408
23,55,683.307,161.009
23,56,695.088,159.7
23,57,704.252,151.846
23,58,712.106,141.374
23,59,717.342,133.52
23,60,725.196,130.902
23,61,740.904,128.284
23,62,746.14,123.048
23,63,761.848,116.503
23,64,769.702,112.576
23,65,781.484,108.648
23,66,788.029,100.794
23,67,799.81,98.176
23,68,810.282,90.322
23,69,815.518,83.777
23,70,815.518,78.541
23,71,814.209,73.305
23,72,812.9,73.305
23,73,805.046,75.923
23,74,798.501,66.76
23,75,789.338,65.451
23,76,776.248,64.142
23,77,772.321,60.215
23,78,767.084,56.288
23,79,756.612,57.597
23,80,740.904,57.597
23,81,735.668,57.597
23,82,726.505,60.215
23,83,716.033,60.215
23,84,709.488,58.906
23,85,701.634,57.597
23,86,691.161,57.597
23,87,681.998,54.979
23,88,676.762,54.979
23,94,659.745,56.288
24,1,479.101,125.666
24,2,475.173,128.284
24,3,475.173,128.284
24,4,479.101,129.593
24,5,480.41,128.284
24,6,481.719,124.357
24,7,488.264,123.048
24,8,492.191,123.048
24,9,492.191,119.121
24,10,490.882,115.194
24,11,490.882,108.648
24,12,490.882,104.721
24,13,488.264,100.794
24,14,490.882,98.176
24,15,493.5,103.412
24,16,496.118,107.339
24,17,506.59,107.339
24,18,515.753,106.03
24,19,518.371,102.103
24,20,528.843,102.103
24,21,534.079,107.339
24,22,541.933,108.648
24,23,551.096,113.885
24,24,552.406,119.121
24,25,560.26,123.048
24,26,566.805,124.357
24,27,577.277,126.975
24,28,583.822,125.666
24,29,594.294,124.357
24,30,600.839,123.048
24,31,607.384,123.048
24,32,615.238,124.357
24,33,623.092,123.048
24,34,630.947,123.048
24,35,642.728,124.357
24,36,649.273,124.357
24,37,659.745,124.357
24,38,670.217,125.666
24,39,678.071,128.284
24,40,678.071,126.975
24,41,675.453,130.902
24,42,672.835,130.902
24,43,668.908,125.666
24,44,664.981,129.593
24,45,661.054,129.593
24,46,657.127,130.902
24,47,649.273,132.211
24,48,646.655,134.829
24,49,640.11,134.829
24,50,630.947,134.829
24,51,624.401,134.829
24,52,619.165,137.447
24,53,616.547,134.829
24,54,608.693,142.683
24,55,603.457,147.919
24,56,595.603,142.683
24,57,587.749,140.065
24,58,579.895,138.756
24,59,568.114,138.756
24,60,561.569,136.138
24,64,552.406,143.992
25,27,192.426,130.902
25,28,196.353,132.211
25,29,208.134,138.756
25,30,217.297,141.374
25,31,221.224,141.374
25,32,233.005,134.829
25,33,234.314,132.211
25,34,243.477,133.52
25,35,248.713,132.211
25,36,259.186,133.52
25,37,265.731,134.829
25,38,273.585,141.374
25,39,278.821,147.919
25,40,290.602,145.301
25,41,302.383,140.065
25,42,308.928,137.447
25,43,316.782,132.211
25,44,324.636,124.357
25,45,327.254,115.194
25,46,333.8,107.339
25,47,339.036,108.648
25,48,349.508,112.576
25,49,357.362,117.812
25,50,367.834,124.357
25,51,371.761,129.593
25,52,383.542,129.593
25,53,392.705,133.52
25,54,403.177,138.756
25,55,411.032,140.065
25,56,416.268,143.992
25,57,422.813,145.301
25,58,430.667,145.301
25,59,437.212,145.301
25,60,446.375,147.919
25,61,451.611,146.61
25,62,463.392,146.61
25,63,472.555,146.61
25,64,480.41,149.228
25,65,483.028,150.537
25,66,483.028,141.374
25,67,486.955,142.683
25,68,489.573,142.683
25,69,481.719,140.065
25,70,471.246,143.992
25,71,466.01,147.919
25,72,452.92,149.228
25,73,450.302,147.919
25,74,442.448,147.919
25,75,434.594,149.228
25,76,426.74,146.61
25,77,418.886,146.61
25,78,414.959,142.683
25,79,408.414,142.683
25,80,396.632,137.447
25,81,384.851,140.065
25,82,369.143,140.065
25,83,359.98,133.52
25,84,349.508,132.211
25,85,340.345,130.902
25,86,335.109,123.048
25,92,329.872,106.03
26,11,236.932,83.777
26,12,236.932,74.614
26,13,239.55,74.614
26,14,244.786,82.468
26,15,247.404,86.395
26,16,252.64,87.704
26,17,256.567,86.395
26,18,261.804,86.395
26,19,265.731,83.777
26,20,270.967,85.086
26,21,276.203,86.395
26,22,278.821,82.468
26,23,286.675,79.85
26,24,290.602,78.541
26,25,293.22,77.232
26,26,297.147,73.305
26,27,302.383,74.614
26,28,311.546,75.923
26,29,320.709,78.541
26,30,329.872,78.541
26,31,341.654,78.541
26,32,349.508,78.541
26,33,361.289,78.541
26,34,371.761,78.541
26,35,378.306,77.232
26,36,390.087,78.541
26,37,400.559,82.468
26,38,407.105,85.086
26,39,417.577,83.777
26,40,426.74,82.468
26,41,429.358,83.777
26,42,429.358,83.777
26,43,433.285,90.322
26,44,433.285,90.322
26,45,437.212,86.395
26,46,447.684,90.322
26,47,452.92,95.558
26,48,460.774,100.794
26,49,469.937,102.103
26,50,466.01,95.558
26,51,456.847,94.249
26,52,443.757,98.176
26,53,437.212,98.176
26,54,430.667,99.485
26,55,424.122,100.794
26,56,418.886,107.339
26,57,412.341,106.03
26,58,407.105,107.339
26,59,401.868,112.576
26,60,391.396,112.576
26,61,384.851,113.885
26,62,375.688,106.03
26,63,371.761,102.103
26,64,361.289,90.322
26,65,362.598,79.85
26,66,363.907,69.378
26,67,354.744,62.833
26,68,344.272,51.052
26,69,339.036,37.962
26,70,331.182,26.18
26,79,329.872,20.944
